locus,ratio,std,revRatio,revStd,weightRatio,pepNum,pepNumTotal,specCount,compositeRatio,desc
Q8BPZ8,0.347,-1,1.05737,-1,0.347,1,1,1,0.7214,BRCA1-A complex subunit Abraxas OS=Mus musculus GN=Fam175a PE=2 SV=1
Q9QYJ0,0.18331,-1,2.34577,-1,0.18331,1,1,2,0.52908,DnaJ homolog subfamily A member 2 OS=Mus musculus GN=Dnaja2 PE=1 SV=1
Q8C263,0.68729,-1,1.02732,-1,0.68729,1,1,1,0.8135,Spindle and kinetochore-associated protein 3 OS=Mus musculus GN=Ska3 PE=2 SV=1
Q99KJ8,0.60078,0.04018,1.45479,0.08233,0.60266,5,5,11,0.64823,Dynactin subunit 2 OS=Mus musculus GN=Dctn2 PE=1 SV=3
Q9DBZ1,0.59305,0.05307,1.47823,0.055,0.59656,2,2,2,0.99479,Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Mus musculus GN=Ikbip PE=2 SV=2
Q61048,0.90199,0,1.0074,0,0.90199,2,2,6,1.10267,WW domain-binding protein 4 OS=Mus musculus GN=Wbp4 PE=1 SV=4
Q8BIF2,0.66064,0.16429,1.14951,0.29283,0.68324,10,10,22,0.74715,RNA binding protein fox-1 homolog 3 OS=Mus musculus GN=Rbfox3 PE=1 SV=2
Q9WV03,0.20947,-1,1.18566,-1,0.20947,1,1,3,0.6863,Protein FAM50A OS=Mus musculus GN=Fam50a PE=2 SV=1
"Q922G2,Q80XP8",0.28672,-1,1.29306,-1,0.28672,1,1,1,0.63006,Protein FAM76A OS=Mus musculus GN=Fam76a PE=2 SV=1 @Protein FAM76B OS=Mus musculus GN=Fam76b PE=2 SV=1
Q9JKF7,0.6094,0,0.91651,0,0.6094,2,2,3,1.00062,"39S ribosomal protein L39, mitochondrial OS=Mus musculus GN=Mrpl39 PE=2 SV=4"
O70305,0.17992,-1,0.51806,-1,0.61258,4,4,5,0.47611,Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1
Q811J3,1,-1,1,-1,-1,1,1,1,1.80694,Iron-responsive element-binding protein 2 OS=Mus musculus GN=Ireb2 PE=2 SV=2
Q3TLD5,0.50108,0.09118,1.17202,0.29205,0.54124,3,3,7,1.50274,Unconventional prefoldin RPB5 interactor OS=Mus musculus GN=Uri1 PE=1 SV=2
Q8K1N4,0.0892,-1,0.73803,-1,0.0892,1,1,1,1.16101,Spermatogenesis-associated serine-rich protein 2 OS=Mus musculus GN=Spats2 PE=1 SV=1
Q9QXK2,0.71693,-1,1.00267,-1,0.71693,1,1,1,0.99224,E3 ubiquitin-protein ligase RAD18 OS=Mus musculus GN=Rad18 PE=1 SV=2
Q922B2,0.8661,-1,1.07127,-1,0.75013,2,2,2,1.4657,"Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus GN=Dars PE=2 SV=2"
P51943,0.54715,0,1.4671,0,0.54715,2,2,3,0.6188,Cyclin-A2 OS=Mus musculus GN=Ccna2 PE=1 SV=2
Q99MR0,0.3517,0.18844,0.8017,0.60803,0.39343,4,4,13,0.96614,Actin-like protein 6B OS=Mus musculus GN=Actl6b PE=1 SV=1
Q8BU00,0.35379,0.0811,0.58825,0.10963,0.39848,4,4,5,0.97391,Zinc finger protein Pegasus OS=Mus musculus GN=Ikzf5 PE=2 SV=1
"Q924A0,Q00417,Q9Z1J1",0.46472,0.02469,1.33511,0.26664,0.46205,2,2,3,1.0612,Transcription factor 7-like 2 OS=Mus musculus GN=Tcf7l2 PE=1 SV=2 @Transcription factor 7 OS=Mus musculus GN=Tcf7 PE=2 SV=2 @Transcription factor 7-like 1 OS=Mus musculus GN=Tcf7l1 PE=1 SV=2
P35486,0.45704,0,0.63548,0,0.45704,2,2,2,1.72677,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus GN=Pdha1 PE=1 SV=1"
Q6P2L6,0.14258,0.20575,1.18212,0.36055,0.41012,4,4,6,0.73156,Histone-lysine N-methyltransferase NSD3 OS=Mus musculus GN=Whsc1l1 PE=1 SV=2
Q80X50,0.85859,-1,1.12443,-1,0.63293,3,3,3,53.40277,Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1
Q64727,0.41761,0.01492,2.1444,0.11161,0.41754,3,3,3,0.48885,Vinculin OS=Mus musculus GN=Vcl PE=1 SV=4
Q6NZN0,0.33485,0.21343,1.79948,0.56771,0.41964,2,2,3,0.61404,RNA-binding protein 26 OS=Mus musculus GN=Rbm26 PE=1 SV=2
P23298,1,-1,1,-1,-1,1,1,1,4.40675,Protein kinase C eta type OS=Mus musculus GN=Prkch PE=1 SV=2
Q91WM1,0.65994,-1,1.3266,-1,0.43552,4,4,13,0.85375,Spermatid perinuclear RNA-binding protein OS=Mus musculus GN=Strbp PE=1 SV=1
Q9WTV7,0.69954,0.08733,0.90488,0.16943,0.72411,2,2,3,1.03937,E3 ubiquitin-protein ligase RLIM OS=Mus musculus GN=Rlim PE=1 SV=2
Q9CWJ9,0.61788,-1,1.58715,-1,0.61788,1,1,1,0.66625,Bifunctional purine biosynthesis protein PURH OS=Mus musculus GN=Atic PE=1 SV=2
Q8CHU3,1,-1,1,-1,-1,1,1,1,5.05876,Epsin-2 OS=Mus musculus GN=Epn2 PE=1 SV=1
P11983,0.38756,-1,1.58229,-1,0.38756,1,1,1,0.90147,T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3
P61161,0.76531,-1,1.19756,-1,0.76531,1,1,1,0.68549,Actin-related protein 2 OS=Mus musculus GN=Actr2 PE=1 SV=1
O35730,0.40258,0.25709,1.54583,0.21879,0.53503,2,2,5,0.79311,E3 ubiquitin-protein ligase RING1 OS=Mus musculus GN=Ring1 PE=1 SV=2
P97473,0.72294,-1,1.05646,-1,0.72294,1,1,1,0.66054,RISC-loading complex subunit TARBP2 OS=Mus musculus GN=Tarbp2 PE=1 SV=2
Q8R001,0.09416,-1,7.93568,-1,0.09416,1,1,1,0.1464,Microtubule-associated protein RP/EB family member 2 OS=Mus musculus GN=Mapre2 PE=1 SV=1
Reverse_sp|Q6P5U7|K1239_MOUSE,1,-1,1,-1,-1,1,1,1,0.98491,Leucine-rich repeat and WD repeat-containing protein KIAA1239 OS=Mus musculus GN=Kiaa1239 PE=1 SV=2
Q5SVT3,0.84515,0,1.03229,0,0.84515,2,2,2,0.7572,Ewing's tumor-associated antigen 1 homolog OS=Mus musculus GN=Etaa1 PE=2 SV=1
Q9WTR5,0.80166,-1,0.91929,-1,0.80166,1,1,2,2.89123,Cadherin-13 OS=Mus musculus GN=Cdh13 PE=1 SV=2
Q9R190,0.33886,0.22675,2.10608,1.1218,0.42499,4,4,6,0.35836,Metastasis-associated protein MTA2 OS=Mus musculus GN=Mta2 PE=1 SV=1
Q91W39,1.21312,-1,0.61947,-1,1.21312,1,1,1,0.67562,Nuclear receptor coactivator 5 OS=Mus musculus GN=Ncoa5 PE=1 SV=1
Q80SY5,0.37773,0.08776,1.71648,0.12694,0.39426,2,2,4,0.68736,Pre-mRNA-splicing factor 38B OS=Mus musculus GN=Prpf38b PE=1 SV=1
Q64092,0.39759,-1,2.19582,-1,0.39759,1,1,2,0.54683,Transcription factor E3 OS=Mus musculus GN=Tfe3 PE=1 SV=2
Q9WU00,0.13833,-1,0.84008,-1,0.13833,1,1,1,1.24025,Nuclear respiratory factor 1 OS=Mus musculus GN=Nrf1 PE=2 SV=2
P54071,0.28266,-1,1.50427,-1,0.28266,1,1,1,0.6247,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Mus musculus GN=Idh2 PE=1 SV=3"
Q07076,1,-1,1,-1,-1,1,1,3,4.46339,Annexin A7 OS=Mus musculus GN=Anxa7 PE=2 SV=2
Q3U962,0.41672,0.39397,0.40153,0.36297,0.93589,3,3,3,1.1658,Collagen alpha-2(V) chain OS=Mus musculus GN=Col5a2 PE=1 SV=1
Q65Z40,1,0,1,0,-1,2,2,2,0.71634,Wings apart-like protein homolog OS=Mus musculus GN=Wapal PE=1 SV=2
Q3U1J4,0.3786,0.03481,2.22765,0.01573,0.38187,2,2,5,0.38904,DNA damage-binding protein 1 OS=Mus musculus GN=Ddb1 PE=1 SV=2
Q8K2A7,0.00883,-1,0.29659,-1,0.00883,1,1,1,0.25454,Integrator complex subunit 10 OS=Mus musculus GN=Ints10 PE=1 SV=3
Q60838,0.50782,-1,1.31338,-1,0.50782,1,1,1,0.75315,Segment polarity protein dishevelled homolog DVL-2 OS=Mus musculus GN=Dvl2 PE=1 SV=2
Q9R0L7,0.56862,0.09986,0.60721,0.07225,0.57771,2,2,4,0.92744,A-kinase anchor protein 8-like OS=Mus musculus GN=Akap8l PE=1 SV=1
Q9D2H6,0.53531,-1,1.19757,-1,0.53531,1,1,1,0.93114,Transcription factor Sp2 OS=Mus musculus GN=Sp2 PE=2 SV=2
Q8R0T2,0.0834,0,0.03436,0,0.0834,2,2,2,1.55074,Zinc finger protein 768 OS=Mus musculus GN=Znf768 PE=2 SV=1
P81183,0.14519,-1,0.05985,-1,0.14519,1,1,1,3.15823,Zinc finger protein Helios OS=Mus musculus GN=Ikzf2 PE=1 SV=2
Q9DAW6,0.67329,-1,1.24035,-1,0.67329,1,1,1,0.72632,U4/U6 small nuclear ribonucleoprotein Prp4 OS=Mus musculus GN=Prpf4 PE=1 SV=1
Q920M5,0.41498,-1,2.32545,-1,0.41498,1,1,1,0.46885,Coronin-6 OS=Mus musculus GN=Coro6 PE=2 SV=1
Q9Z0N1,0.3544,0.1129,0.19186,0.48353,0.37566,4,4,5,1.73817,"Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus GN=Eif2s3x PE=1 SV=2"
Q80VD1,7.56973,-1,0.07793,-1,7.56973,1,1,1,15.23551,Protein FAM98B OS=Mus musculus GN=Fam98b PE=2 SV=1
P50580,0.39089,0.11254,0.62586,0.25019,0.47647,4,4,17,0.75592,Proliferation-associated protein 2G4 OS=Mus musculus GN=Pa2g4 PE=1 SV=3
Q6AW69,0.30899,0.18751,0.29918,0.80335,0.55285,3,3,3,2.26536,Cingulin-like protein 1 OS=Mus musculus GN=Cgnl1 PE=1 SV=2
Reverse_sp|Q3U0S6|RAIN_MOUSE,1,-1,1,-1,-1,1,1,1,0.96324,Ras-interacting protein 1 OS=Mus musculus GN=Rasip1 PE=1 SV=3
Q811D0,3.54151,-1,0.25444,-1,3.54151,1,1,1,4.83481,Disks large homolog 1 OS=Mus musculus GN=Dlg1 PE=1 SV=1
Q9WTK5,0.7228,0,0.29505,0,0.7228,2,2,3,1.93719,Nuclear factor NF-kappa-B p100 subunit OS=Mus musculus GN=Nfkb2 PE=1 SV=1
P51660,0.70702,-1,0.43626,-1,0.70702,1,1,1,1.42394,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus GN=Hsd17b4 PE=1 SV=3
Q8R080,0.52226,-1,1.42055,-1,0.52226,1,1,1,1.51597,G2 and S phase-expressed protein 1 OS=Mus musculus GN=Gtse1 PE=1 SV=2
P59110,0.0464,-1,0.63255,-1,0.0464,1,1,1,0.04873,Sentrin-specific protease 1 OS=Mus musculus GN=Senp1 PE=2 SV=1
Q8R4U6,0.17849,-1,2.50812,-1,0.17849,1,1,3,0.13691,"DNA topoisomerase I, mitochondrial OS=Mus musculus GN=Top1mt PE=2 SV=1"
Q925I1,0.60926,-1,0.00417,-1,0.60926,1,1,1,12.95875,ATPase family AAA domain-containing protein 3 OS=Mus musculus GN=Atad3 PE=1 SV=1
Q8C4Y3,0.28425,-1,2.67206,-1,0.28425,1,1,1,0.35659,Negative elongation factor B OS=Mus musculus GN=Nelfb PE=1 SV=2
Q91YD3,1.14432,-1,0.76591,-1,1.14432,1,1,1,1.25003,mRNA-decapping enzyme 1A OS=Mus musculus GN=Dcp1a PE=1 SV=1
P80318,0.20843,-1,1.97917,-1,0.20843,1,1,1,0.29065,T-complex protein 1 subunit gamma OS=Mus musculus GN=Cct3 PE=1 SV=1
P80316,0.88652,-1,0.80941,-1,0.83471,3,3,5,1.07423,T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1
Q6PHZ2,0.56476,-1,1.54678,-1,0.56476,1,1,1,1.11539,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus GN=Camk2d PE=1 SV=1
Q8CCF0,0.34883,-1,1.09521,-1,0.34883,1,1,1,0.57742,U4/U6 small nuclear ribonucleoprotein Prp31 OS=Mus musculus GN=Prpf31 PE=1 SV=3
Q3UFB2,0.77341,-1,0.42275,-1,0.77341,1,1,1,1.49848,Box C/D snoRNA protein 1 OS=Mus musculus GN=Znhit6 PE=1 SV=2
O55222,0.27619,-1,1.5168,-1,0.27619,1,1,1,0.43618,Integrin-linked protein kinase OS=Mus musculus GN=Ilk PE=1 SV=2
P50396,0.51645,0.07424,0.84367,0.51481,0.53901,4,4,4,0.67978,Rab GDP dissociation inhibitor alpha OS=Mus musculus GN=Gdi1 PE=1 SV=3
Q9D2G2,0.60626,0.19316,0.97708,0.05971,0.66159,2,2,3,0.63397,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus GN=Dlst PE=1 SV=1"
Q91W90,0.49686,0.00523,0.88243,0.05061,0.49661,3,3,6,0.58608,Thioredoxin domain-containing protein 5 OS=Mus musculus GN=Txndc5 PE=1 SV=2
Q00899,0.4545,-1,1.14364,-1,0.30641,3,3,6,0.57418,Transcriptional repressor protein YY1 OS=Mus musculus GN=Yy1 PE=1 SV=1
"Q60900,Q60899,Q61701",0.29233,0.00301,3.17457,0.0133,0.29237,2,2,2,0.33323,ELAV-like protein 3 OS=Mus musculus GN=Elavl3 PE=1 SV=1 @ELAV-like protein 2 OS=Mus musculus GN=Elavl2 PE=2 SV=1 @ELAV-like protein 4 OS=Mus musculus GN=Elavl4 PE=1 SV=1
Reverse_sp|Q8VDP3|MICA1_MOUSE,14.33111,44.80258,0.01688,0.0093,73.91539,3,3,3,12.2645,Protein-methionine sulfoxide oxidase MICAL1 OS=Mus musculus GN=Mical1 PE=1 SV=1
Q8BU03,1,-1,1,-1,-1,1,1,4,2.51483,Periodic tryptophan protein 2 homolog OS=Mus musculus GN=Pwp2 PE=1 SV=1
Q9R0E2,0.63652,-1,1.23486,-1,0.63652,1,1,4,0.55694,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Mus musculus GN=Plod1 PE=1 SV=1"
Q9D0R2,0.29358,-1,2.48077,-1,0.29358,1,1,1,0.56521,"Threonine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2"
Q3TCX3,0.50469,0.05463,1.30807,0.20529,0.52426,4,4,17,0.63886,UPF0469 protein KIAA0907 OS=Mus musculus GN=Kiaa0907 PE=2 SV=1
P97360,0.4195,0,2.07629,0,0.4195,2,2,2,0.48008,Transcription factor ETV6 OS=Mus musculus GN=Etv6 PE=1 SV=1
Q9D8E6,0.2754,-1,3.08097,-1,0.2754,1,1,1,0.40728,60S ribosomal protein L4 OS=Mus musculus GN=Rpl4 PE=1 SV=3
Q8R205,0.30539,-1,1.94814,-1,0.30539,1,1,1,0.68078,Zinc finger CCCH domain-containing protein 10 OS=Mus musculus GN=Zc3h10 PE=2 SV=1
P97433,0.01964,-1,10.02612,-1,0.01964,1,1,1,0.05909,Rho guanine nucleotide exchange factor 28 OS=Mus musculus GN=Arhgef28 PE=1 SV=1
Q8R502,0.10354,-1,2.77716,-1,0.10354,1,1,1,0.2023,Leucine-rich repeat-containing protein 8C OS=Mus musculus GN=Lrrc8c PE=2 SV=1
P25206,0.49409,-1,1.86837,-1,0.49409,1,1,1,0.49039,DNA replication licensing factor MCM3 OS=Mus musculus GN=Mcm3 PE=1 SV=2
Q921N6,0.66604,-1,0.70804,-1,0.66604,1,1,2,0.89382,Probable ATP-dependent RNA helicase DDX27 OS=Mus musculus GN=Ddx27 PE=1 SV=3
Q6P3Y5,0.53269,-1,1.78996,-1,0.28376,2,2,4,0.58509,Zinc finger protein 280C OS=Mus musculus GN=Znf280c PE=2 SV=1
Q9D5R3,0.50989,-1,1.47369,-1,0.50989,1,1,1,0.68399,Centrosomal protein of 83 kDa OS=Mus musculus GN=Ccdc41 PE=2 SV=2
Q8CH02,0.42579,-1,1.14225,-1,0.23007,3,3,5,1.61777,SURP and G-patch domain-containing protein 1 OS=Mus musculus GN=Sugp1 PE=1 SV=1
Q6ZPK0,0.49789,0.0157,1.92246,0.04499,0.49821,3,3,6,0.51339,PHD finger protein 21A OS=Mus musculus GN=Phf21a PE=1 SV=2
Q8CJ53,0.41499,0,1.3486,0,0.41499,2,2,2,0.86899,Cdc42-interacting protein 4 OS=Mus musculus GN=Trip10 PE=1 SV=2
Q80US4,0.74628,-1,0.90843,-1,0.74628,1,1,1,1.01394,Actin-related protein 5 OS=Mus musculus GN=Actr5 PE=2 SV=3
O88342,0.45938,-1,2.07232,-1,0.45938,1,1,1,0.5898,WD repeat-containing protein 1 OS=Mus musculus GN=Wdr1 PE=1 SV=3
"Q64131,Q08775",0.63027,0.08191,1.14538,0.08969,0.64496,8,8,14,0.82907,Runt-related transcription factor 3 OS=Mus musculus GN=Runx3 PE=2 SV=3 @Runt-related transcription factor 2 OS=Mus musculus GN=Runx2 PE=1 SV=2
O88447,1,0,1,0,-1,2,2,4,0.60952,Kinesin light chain 1 OS=Mus musculus GN=Klc1 PE=1 SV=3
Reverse_sp|P11714|CP2D9_MOUSE,0.837,-1,0.95384,-1,0.837,1,1,1,0.98399,Cytochrome P450 2D9 OS=Mus musculus GN=Cyp2d9 PE=2 SV=2
Q99NB9,0.57672,0.05579,1.08584,0.51955,0.56164,2,2,3,1.12971,Splicing factor 3B subunit 1 OS=Mus musculus GN=Sf3b1 PE=1 SV=1
Q9WTI7,1,-1,1,-1,-1,1,1,1,3.77657,Unconventional myosin-Ic OS=Mus musculus GN=Myo1c PE=1 SV=2
Q8R4U7,1,-1,1,-1,-1,1,1,2,1.30054,Leucine zipper protein 1 OS=Mus musculus GN=Luzp1 PE=1 SV=2
P70351,0.31203,0.04238,2.28997,0.55881,0.32609,2,2,2,0.38718,Histone-lysine N-methyltransferase EZH1 OS=Mus musculus GN=Ezh1 PE=1 SV=1
Q61584,0.07882,-1,0.26559,-1,0.07882,1,1,1,0.45846,Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1 PE=1 SV=2
Q9DC48,0.3511,-1,2.26415,-1,0.3511,1,1,1,0.55008,Pre-mRNA-processing factor 17 OS=Mus musculus GN=Cdc40 PE=2 SV=1
P58929,0.77716,-1,1.09139,-1,0.77716,1,1,2,0.89648,Glucocorticoid modulatory element-binding protein 2 OS=Mus musculus GN=Gmeb2 PE=2 SV=2
P97855,1,0,1,0,-1,2,2,6,1.32996,Ras GTPase-activating protein-binding protein 1 OS=Mus musculus GN=G3bp1 PE=1 SV=1
"P41183,O88282,Q571J5,Q4VA44",0.09173,-1,1.0032,-1,0.09173,1,1,1,0.62097,B-cell lymphoma 6 protein homolog OS=Mus musculus GN=Bcl6 PE=1 SV=1 @B-cell CLL/lymphoma 6 member B protein OS=Mus musculus GN=Bcl6b PE=1 SV=1 @Zinc finger protein 354C OS=Mus musculus GN=Znf354c PE=2 SV=2 @Zinc finger protein 664 OS=Mus musculus GN=Znf664 PE=2 SV=2
Q8QZT1,0.48351,-1,1.50964,-1,0.48351,1,1,1,0.62336,"Acetyl-CoA acetyltransferase, mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1"
Q8BVE8,0.35441,0.1861,1.27667,0.63212,0.48724,2,2,3,0.4962,Histone-lysine N-methyltransferase NSD2 OS=Mus musculus GN=Whsc1 PE=1 SV=2
P11688,0.31358,-1,1.88159,-1,0.31358,1,1,3,0.55622,Integrin alpha-5 OS=Mus musculus GN=Itga5 PE=1 SV=3
Q3UMG5,1,-1,1,-1,-1,1,1,1,0.34592,Leucine-rich repeat and calponin homology domain-containing protein 2 OS=Mus musculus GN=Lrch2 PE=2 SV=2
Q9R0B9,0.48399,-1,1.31799,-1,0.48399,1,1,1,0.508,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Mus musculus GN=Plod2 PE=1 SV=2"
O35613,0.10403,-1,0.0707,-1,0.10403,1,1,1,2.0123,Death domain-associated protein 6 OS=Mus musculus GN=Daxx PE=1 SV=1
Q9QYC0,0.35016,-1,0.59892,-1,0.35016,1,1,2,0.47143,Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2
Q8R3N6,0.30328,0,2.73757,0,0.30328,2,2,4,0.31471,THO complex subunit 1 OS=Mus musculus GN=Thoc1 PE=1 SV=1
Q61545,1,0,1,0,-1,2,2,19,1.18476,RNA-binding protein EWS OS=Mus musculus GN=Ewsr1 PE=1 SV=2
Q9JJF3,0.29649,0.25615,0.9718,0.42939,0.51099,2,2,2,0.66832,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 OS=Mus musculus GN=No66 PE=1 SV=2
O88559,0.5575,-1,1.53393,-1,0.5575,1,1,2,0.9292,Menin OS=Mus musculus GN=Men1 PE=1 SV=2
"O08539,D3Z6Q9,Q7TQF7",0.63051,-1,0.94069,-1,0.56168,5,5,12,0.85199,Myc box-dependent-interacting protein 1 OS=Mus musculus GN=Bin1 PE=1 SV=1 @Bridging integrator 2 OS=Mus musculus GN=Bin2 PE=1 SV=1 @Amphiphysin OS=Mus musculus GN=Amph PE=1 SV=1
Q6NV83,0.3497,-1,0.63673,-1,0.3497,1,1,1,0.77343,U2 snRNP-associated SURP motif-containing protein OS=Mus musculus GN=U2surp PE=2 SV=3
Q8VDM6,0.28051,0.00192,2.6394,0.60358,0.28008,3,3,3,0.25659,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Mus musculus GN=Hnrnpul1 PE=1 SV=1
Q8R1F1,0.14505,-1,1.91948,-1,0.14505,1,1,1,0.3898,Niban-like protein 1 OS=Mus musculus GN=Fam129b PE=2 SV=2
Reverse_sp|Q91W18|TDRD3_MOUSE,-1,-1,-1,-1,-1,1,1,1,100,Tudor domain-containing protein 3 OS=Mus musculus GN=Tdrd3 PE=1 SV=4
Q571G4,0.89752,1.10891,0.99273,1.33098,1.11955,2,2,2,1.2781,Protein lin-54 homolog OS=Mus musculus GN=Lin54 PE=2 SV=2
P0C7T6,0.39575,-1,0.18397,-1,0.39575,1,1,2,1.44493,Ataxin-1-like OS=Mus musculus GN=Atxn1l PE=1 SV=1
O08553,1,0,1,0,-1,2,2,2,0.11091,Dihydropyrimidinase-related protein 2 OS=Mus musculus GN=Dpysl2 PE=1 SV=2
Q80VP1,0.55272,0,1.35427,0,0.55272,2,2,5,0.81027,Epsin-1 OS=Mus musculus GN=Epn1 PE=1 SV=3
"Q6PD29,Q6GQR8",0.39568,0.08993,1.14866,0.2169,0.40363,2,2,19,0.6733,Zinc finger protein 513 OS=Mus musculus GN=Znf513 PE=1 SV=2 @Zinc finger protein 329 OS=Mus musculus GN=Znf329 PE=2 SV=2
P52480,0.52655,-1,1.07622,-1,0.52655,1,1,1,0.54666,Pyruvate kinase PKM OS=Mus musculus GN=Pkm PE=1 SV=4
Q8VE37,0.50416,-1,0.8931,-1,0.50416,1,1,1,0.74704,Regulator of chromosome condensation OS=Mus musculus GN=Rcc1 PE=1 SV=1
Q2KN98,0.86542,-1,0.99194,-1,0.86542,1,1,1,0.90785,Cytospin-A OS=Mus musculus GN=Specc1l PE=1 SV=1
Q9CZU3,1,-1,1,-1,-1,1,1,1,1.25912,Superkiller viralicidic activity 2-like 2 OS=Mus musculus GN=Skiv2l2 PE=1 SV=1
Q61136,0.60008,-1,1.58585,-1,0.60008,1,1,1,0.75443,Serine/threonine-protein kinase PRP4 homolog OS=Mus musculus GN=Prpf4b PE=1 SV=3
Q8R3N1,1,-1,1,-1,-1,1,1,1,0.1798,Nucleolar protein 14 OS=Mus musculus GN=Nop14 PE=1 SV=2
Q6A085,0.50428,-1,1.18838,-1,0.50428,1,1,1,0.56817,Zinc finger protein 629 OS=Mus musculus GN=Znf629 PE=2 SV=2
P58404,0.70168,-1,0.77475,-1,0.70168,1,1,1,0.84268,Striatin-4 OS=Mus musculus GN=Strn4 PE=1 SV=2
Q6NZK5,0.62645,-1,0.79438,-1,0.62645,1,1,1,1.11392,Uncharacterized protein KIAA1328 OS=Mus musculus GN=Kiaa1328 PE=2 SV=2
Q8JZS6,0.32763,0,0.45968,0,0.32763,2,2,4,0.57266,NEDD4-binding protein 2-like 2 OS=Mus musculus GN=N4bp2l2 PE=2 SV=2
Q62511,-1,0,-1,0,-1,2,2,3,0.01,E3 ubiquitin-protein ligase ZFP91 OS=Mus musculus GN=Zfp91 PE=1 SV=3
P39447,0.48959,0,1.61946,0,0.48959,2,2,2,0.48968,Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2
Reverse_sp|Q8BPQ7|SGSM1_MOUSE,0.26809,-1,1.16976,-1,0.26809,1,1,1,0.20416,Small G protein signaling modulator 1 OS=Mus musculus GN=Sgsm1 PE=2 SV=2
P27546,0.77679,-1,0.73549,-1,0.77679,1,1,2,1.22324,Microtubule-associated protein 4 OS=Mus musculus GN=Map4 PE=1 SV=3
Q02788,0.33532,-1,1.26468,-1,0.33532,1,1,1,0.8244,Collagen alpha-2(VI) chain OS=Mus musculus GN=Col6a2 PE=2 SV=3
E9Q5G3,0.36504,-1,1.66363,-1,0.36504,1,1,2,0.47775,Kinesin-like protein KIF23 OS=Mus musculus GN=Kif23 PE=1 SV=1
Q9DBR1,1,-1,1,-1,-1,1,1,2,0.63051,5'-3' exoribonuclease 2 OS=Mus musculus GN=Xrn2 PE=1 SV=1
Q8R1B4,0.09117,-1,4.23423,-1,0.09117,1,1,1,0.41124,Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1
Q99LG2,0.1462,-1,2.11506,-1,0.1462,1,1,1,0.30751,Transportin-2 OS=Mus musculus GN=Tnpo2 PE=2 SV=1
Q8CB62,0.57679,0,0.8786,0,0.57679,2,2,4,0.77765,Centrobin OS=Mus musculus GN=Cntrob PE=2 SV=2
Q921C5,0.68074,-1,1.25682,-1,0.68074,1,1,2,0.66992,Protein bicaudal D homolog 2 OS=Mus musculus GN=Bicd2 PE=1 SV=1
Q8BMQ2,0.17121,-1,3.14645,-1,0.17121,1,1,1,0.3704,General transcription factor 3C polypeptide 4 OS=Mus musculus GN=Gtf3c4 PE=2 SV=2
Q8C0I4,0.4995,-1,1.23172,-1,0.4995,1,1,3,0.63751,Enhancer of polycomb homolog 2 OS=Mus musculus GN=Epc2 PE=2 SV=2
Q61881,0.35845,-1,0.75265,-1,0.35845,1,1,5,0.6292,DNA replication licensing factor MCM7 OS=Mus musculus GN=Mcm7 PE=1 SV=1
P70324,1,-1,1,-1,-1,1,1,2,28.21096,T-box transcription factor TBX3 OS=Mus musculus GN=Tbx3 PE=1 SV=3
Q8CEC6,0.33714,-1,0.51994,-1,0.11366,2,2,4,1.10822,Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Mus musculus GN=Ppwd1 PE=2 SV=2
Q8K2R5,0.46101,-1,0.53622,-1,0.46101,1,1,1,1.13063,Zinc finger protein 668 OS=Mus musculus GN=Znf668 PE=2 SV=1
"Q8VBT1,Q8BHN1",0.53859,-1,0.96501,-1,0.53859,1,1,5,0.76046,Beta-taxilin OS=Mus musculus GN=Txlnb PE=2 SV=2 @Gamma-taxilin OS=Mus musculus GN=Txlng PE=1 SV=1
